#term	term_size	term_size_in_genome	list1_positives	list1_negatives	list1_percentage	list2_positives	list2_negatives	list2_percentage	list1_positive_ids	list2_positive_ids	odds_ratio_log	pvalue	adj_pvalue
GO:0050670	6	90	0	124	0	6	99	5.71		RIPK2,IL2,CARD11,IL18,BRCA1,IL10	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0050671	5	55	0	124	0	5	100	4.76		RIPK2,IL2,CARD11,IL18,BRCA1	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0006457	5	201	0	124	0	5	100	4.76		BAG4,BAG5,BAG3,BAG2,BRCA1	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0006325	5	525	0	124	0	5	100	4.76		BNIP3,HDAC3,BRCA1,CBX4,HDAC1	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0016568	5	288	0	124	0	5	100	4.76		BNIP3,HDAC3,BRCA1,CBX4,HDAC1	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0001783	6	11	0	124	0	6	99	5.71		IL2,BAK1,BRCA1,BAX,IL10,BCL10	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0042035	5	90	0	124	0	5	100	4.76		CARD9,CARD11,BRCA1,IL10,BCL10	-17976.931349E300	1.92262E-2	3.63651E-2
GO:0042089	6	103	0	124	0	6	99	5.71		CARD9,CARD11,IL18,BRCA1,IL10,BCL10	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0042107	6	104	0	124	0	6	99	5.71		CARD9,CARD11,IL18,BRCA1,IL10,BCL10	-17976.931349E300	8.58314E-3	2.34795E-2
GO:0051291	7	55	0	124	0	7	98	6.67		PRKAA1,FADD,BIRC2,BIRC3,BRCA1,CASP8,BCL10	-17976.931349E300	3.81045E-3	1.43691E-2
